"timestamp","tether_x","tether_y","tether_z","drone_x","drone_y","drone_z","platform_azimuth","platform_elevation","drone_elevation","drone_azimuth","drone_yaw","length"
1748251370.426142,-0.09178071053323256,0.0075594604841079886,0.03641417759719012,-0.10438425595354328,0.009549467354957653,0.02886278602728648,3.0605506903300315,0.4704590918619469,0.21009961278656641,3.115087320338433,3.1961292835981947,0.09918482782008795
1748251370.4440527,-0.09061655521593634,0.00774107406093977,0.03941253295561342,-0.10438780133380998,0.00949456922272418,0.028853469020977296,3.0605506903300315,0.4704590918619469,0.21009961278656641,3.115087320338433,3.1961292835981947,0.09918482782008795
1748251370.4642043,-0.09205411431567088,0.007535582667696974,0.03564369762726527,-0.10433972796112201,0.009553032425033692,0.02889669677812573,3.060377024873431,0.47085150057908653,0.3545743069437144,-3.1300092603813217,-3.0487936316649598,0.09918482782008795
1748251370.4842412,-0.09167827620140606,0.0074053378922012605,0.03673341583777451,-0.1043307134178093,0.009496121815819603,0.028916618251978665,3.060377024873431,0.47085150057908653,0.3545743069437144,-3.1300092603813217,-3.0487936316649598,0.09918482782008795
1748251370.504271,-0.09277253707452636,0.007804104475999197,0.03337069059674186,-0.10432755127356863,0.009498024506767955,0.028919037166433237,3.060377024873431,0.47085150057908653,0.3545743069437144,-3.1300092603813217,-3.0487936316649598,0.09918482782008795
1748251370.524061,-0.09279334948110989,0.007536662211273444,0.033385468469813995,-0.10441275949348583,0.009533738475441922,0.028919163929565672,3.060377024873431,0.47085150057908653,0.3545743069437144,-3.1300092603813217,-3.0487936316649598,0.09918482782008795
1748251370.54403,-0.09046714251647782,0.0073635429045362825,0.03984995901091848,-0.1043314313391921,0.009487606622105016,0.02894769369823391,3.0597843618973504,0.4704745566686219,0.3053599639318259,3.124089229546085,3.2058975212385277,0.09918482782008795
1748251370.564004,-0.09133440083149189,0.007488624878458167,0.03764599585731876,-0.10433753016985481,0.009592871087222399,0.02898290029881334,3.0611267072717667,0.47002401464886284,0.4189505868136609,-3.1052808708739406,-3.024814924555914,0.09918482782008795
1748251370.5841184,-0.08923891077600675,0.007196231423113694,0.04266289557264802,-0.10434013415048238,0.009492310513421032,0.02896934794763234,3.059721048784693,0.4707061783057735,0.24199251669445077,3.111971923246152,3.1938435280512523,0.09918482782008795
1748251370.6043754,-0.09232705619398424,0.007575898807821815,0.03482863623783705,-0.10433186703647035,0.009510392416586466,0.028937578072002257,3.0609682766768582,0.4705692468988148,0.22387348215353775,3.091152160668256,3.1717765375811915,0.09918482782008795
1748251370.6240015,-0.09260157902272147,0.007482163718139619,0.0340096346684049,-0.10437243326088286,0.009527356800784315,0.028926459331270804,3.060196889609095,0.4707083271615581,0.4015700821804604,-3.10448264678912,-3.023086882808422,0.09918482782008795
1748251370.6441052,-0.08956906438514037,0.007306685812700052,0.04192500805829691,-0.10436368248637606,0.009470564298379447,0.028948264954201997,3.0597792119614886,0.4705980402557703,0.3795769633945211,-3.1146237744972427,-3.032810332868938,0.09918482782008795
1748251370.6645408,-0.08999879219584912,0.007379583214352525,0.040946269183313344,-0.10441700398756915,0.009566132380827153,0.028900285505044088,3.060006518920688,0.47081209842093213,0.33381902981549966,-3.0838028730119573,-3.0022167383428524,0.09918482782008795
1748251370.6856802,-0.09083915188155604,0.007427702929634132,0.03892710941860178,-0.10438300565907088,0.009453840239034061,0.028912703394524952,3.0618887853538728,0.4701995125878797,0.3131118196265895,-3.112038950402088,-3.0323350821661674,0.09918482782008795
1748251370.7046804,-0.09122492349702348,0.007286415307027056,0.03797784151127204,-0.10441795258079978,0.009565917818114222,0.02890538727940961,3.0584953467961067,0.47114378627192177,0.3096364477370202,-3.1346668081310574,-3.051569501337371,0.09918482782008795
1748251370.7242465,-0.09123868860176709,0.007599188565846053,0.03786811259940048,-0.10440531668590758,0.009545489249428663,0.028855853440914125,3.0602811897905573,0.4705738760525037,0.2662118335157653,-3.139170690376926,-3.05785922657769,0.09918482782008795
1748251370.7440307,-0.09196743231920482,0.00749453066019818,0.035905381309842,-0.10429606458361196,0.009463572206916737,0.0289112196400661,3.0602760703873315,0.47069735056981604,0.34975262909730626,3.132271794045878,3.21358837724834,0.09918482782008795
1748251370.764053,-0.09055783174799824,0.007380127387362437,0.039628900154701774,-0.1043957692382893,0.009537866465767042,0.02889092786842612,3.0608259166722114,0.47081186839051564,0.28186994631496703,3.14131108553455,3.222077822452132,0.09918482782008795
1748251370.7840812,-0.09171982828204515,0.007424061307425109,0.03661567197985721,-0.10436900970334317,0.009502722515673856,0.028868859260470503,3.0625446423296165,0.470472368941313,0.2970097571198989,-3.139021546623862,-3.059973535363685,0.09918482782008795
1748251370.8039968,-0.09149354305531641,0.007247484428738932,0.037274117923126626,-0.10433857093795762,0.009522237592589633,0.028880488474217092,3.063672004244222,0.47080961950455624,0.28190752136237807,3.079242986662091,3.1571636360076627,0.09918482782008795
1748251370.8246207,-0.09174003134824679,0.007162945597740276,0.036617239496038845,-0.10444963450552791,0.00952472018673145,0.028891397984643352,3.063880196600894,0.4701440730109686,0.3822759921983026,-3.064626309306289,-2.98691385231739,0.09918482782008795
1748251370.8445344,-0.09137681274477258,0.0074505534254046294,0.0375407279994352,-0.10441618276898446,0.009479418501368464,0.0288568991729371,3.059856484668738,0.47038339229051557,0.3211347376265233,-3.0749475219690616,-2.9932113530480065,0.09918482782008795
1748251370.8772752,-0.0899862079760034,0.0070071609422452455,0.04104488184221289,-0.10441967056637758,0.009579810069272554,0.02884731744319652,3.059650182139989,0.47078937252032005,0.31137320982183264,3.0956593546175353,3.177601826067339,0.09918482782008795
1748251370.8891227,-0.09106865082165426,0.0074602234546238344,0.03834332669772089,-0.10435056182700286,0.009451150847892276,0.028906226086478137,3.059650182139989,0.47078937252032005,0.31137320982183264,3.0956593546175353,3.177601826067339,0.09918482782008795
1748251370.9044259,-0.09122547687754383,0.007492017099901586,0.03792851811151121,-0.10435601803427819,0.00952450997313914,0.028922702149446977,3.057214335645811,0.4712932494905489,0.26159195441630007,3.1343033375104463,3.2186816554544286,0.09918482782008795
1748251370.9242034,-0.09200056151378667,0.007781328310763296,0.03573381861414299,-0.10431264339318425,0.00951818752774436,0.028879466616171356,3.0596029621824647,0.47071856254178,0.3522078460663645,-3.0969477076444063,-3.014958016237078,0.09918482782008795
1748251370.9440298,-0.09050761432695928,0.007437364263614594,0.03973879977470307,-0.10432552052124944,0.009607724365435999,0.028868358454210263,3.0596553383096587,0.47066599345133175,0.18184352584445082,3.0641744831132955,3.14611179839343,0.09918482782008795
1748251370.96401,-0.09315972672723967,0.0076503864282063344,0.03212287327328134,-0.10435431351596058,0.009499461572593848,0.028864808433640032,3.0602992484288354,0.4703994802159995,0.3320113569522568,-3.0744693465997206,-2.993175941438763,0.09918482782008795
1748251370.9840186,-0.09088198285614256,0.007404424047555908,0.038827396669610215,-0.10433982461031288,0.009527672620434302,0.02890135385368775,3.0596075353413625,0.47052728674843386,0.3407974873533153,-3.138243004669169,-3.0562578864207386,0.09918482782008795
1748251371.0042853,-0.09071812765892603,0.00745424529685814,0.0392235449285554,-0.10429964972281702,0.009458737096580627,0.028866036092736524,3.0596075353413625,0.47052728674843386,0.3407974873533153,-3.138243004669169,-3.0562578864207386,0.09918482782008795
